Transaction_ID,Account_ID,Date,Amount,Transaction_Type,Mode,Location,Channel,Is_Fraudulent
T00343,A00045,2025-04-29,618,Debit,ATM,Delhi,Mobile App,Yes
T00344,A00491,2025-04-17,16080,Debit,Card,Delhi,POS,Yes
T00345,A00335,2024-10-27,5505,Credit,Net Banking,Hyderabad,POS,Yes
T00346,A00309,2025-03-30,4864,Debit,Card,Hyderabad,ATM,No
T00347,A00532,2025-05-29,143897,Debit,ATM,Hyderabad,Mobile App,No
T00348,A00357,2024-10-30,136151,Credit,Card,Kolkata,Internet Banking,No
T00349,A00198,2025-04-01,98902,Debit,ATM,Kolkata,ATM,Yes
T00350,A00294,2024-07-12,65286,Debit,ATM,Delhi,ATM,No
T00351,A00423,2024-10-13,76564,Debit,Card,Hyderabad,POS,No
T00352,A00380,2024-12-07,195076,Debit,Net Banking,Mumbai,POS,No
T00353,A00345,2024-08-02,187353,Credit,Card,Delhi,Mobile App,No
T00354,A00484,2025-01-09,105824,Debit,Net Banking,Delhi,Internet Banking,No
T00355,A00600,2025-06-05,118965,Debit,ATM,Bengaluru,POS,Yes
T00356,A00136,2024-09-30,62823,Credit,Net Banking,Delhi,POS,Yes
T00357,A00129,2024-11-21,155746,Credit,Card,Chennai,Internet Banking,Yes
T00358,A00039,2024-12-22,29258,Debit,Net Banking,Chennai,POS,No
T00359,A00251,2025-05-18,160581,Debit,Net Banking,Chennai,ATM,No
T00360,A00011,2024-10-25,1365,Credit,Card,Mumbai,ATM,No
T00361,A00044,2024-09-21,980,Debit,Net Banking,Bengaluru,Internet Banking,No
T00362,A00310,2025-01-19,135407,Credit,ATM,Chennai,ATM,Yes
T00363,A00285,2024-10-25,136701,Debit,ATM,Bengaluru,ATM,Yes
T00364,A00581,2024-09-05,149977,Credit,Net Banking,Mumbai,ATM,Yes
T00365,A00444,2024-08-12,149031,Credit,Card,Hyderabad,Mobile App,No
T00366,A00312,2024-11-22,23688,Credit,UPI,Bengaluru,Mobile App,Yes
T00367,A00391,2025-04-30,31902,Debit,Card,Hyderabad,ATM,Yes
T00368,A00066,2024-07-14,66192,Credit,ATM,Delhi,ATM,Yes
T00369,A00152,2025-04-28,31324,Credit,UPI,Mumbai,ATM,No
T00370,A00229,2024-09-16,106581,Debit,Net Banking,Delhi,Internet Banking,Yes
T00371,A00581,2025-06-19,794,Debit,ATM,Bengaluru,ATM,Yes
T00372,A00056,2024-08-04,6166,Debit,ATM,Chennai,Mobile App,Yes
T00373,A00029,2024-12-19,152050,Debit,Net Banking,Delhi,POS,No
T00374,A00145,2025-01-12,24307,Debit,Net Banking,Kolkata,Internet Banking,Yes
T00375,A00365,2024-07-09,100889,Debit,Card,Bengaluru,POS,No
T00376,A00110,2025-05-06,148923,Credit,Card,Bengaluru,Internet Banking,No
T00377,A00140,2025-01-03,197486,Credit,Net Banking,Mumbai,POS,No
T00378,A00118,2025-06-16,194448,Debit,Card,Hyderabad,POS,Yes
T00379,A00209,2025-01-10,164667,Debit,ATM,Delhi,POS,No
T00380,A00473,2024-08-28,40016,Credit,Card,Chennai,POS,Yes
T00381,A00342,2024-09-11,61729,Credit,ATM,Delhi,Mobile App,No
T00382,A00403,2024-11-09,36502,Credit,Net Banking,Hyderabad,POS,No
T00383,A00365,2025-06-23,179802,Credit,UPI,Delhi,Internet Banking,Yes
T00384,A00542,2025-01-03,129722,Debit,ATM,Mumbai,Internet Banking,Yes
T00385,A00402,2025-04-10,52932,Credit,UPI,Delhi,ATM,No
T00386,A00195,2025-06-04,119833,Debit,ATM,Bengaluru,POS,Yes
T00387,A00339,2025-01-19,194653,Debit,Net Banking,Delhi,Internet Banking,No
T00388,A00597,2024-10-28,152660,Credit,Card,Kolkata,Internet Banking,No
T00389,A00346,2025-04-27,176589,Credit,ATM,Bengaluru,Internet Banking,Yes
T00390,A00483,2024-11-04,139542,Debit,Net Banking,Bengaluru,POS,No
T00391,A00003,2024-08-24,151401,Debit,UPI,Kolkata,Internet Banking,No
T00392,A00569,2025-04-24,190614,Credit,ATM,Kolkata,ATM,Yes
T00393,A00441,2025-06-03,120641,Credit,UPI,Kolkata,Mobile App,Yes
T00394,A00081,2024-08-07,194089,Debit,Card,Delhi,ATM,No
T00395,A00588,2025-05-15,187889,Credit,Net Banking,Chennai,Internet Banking,No
T00396,A00224,2025-06-29,162046,Debit,UPI,Chennai,ATM,No
T00397,A00071,2025-01-16,11825,Credit,UPI,Mumbai,Mobile App,Yes
T00398,A00268,2025-03-19,101865,Debit,ATM,Mumbai,POS,Yes
T00399,A00370,2024-08-20,2434,Debit,Net Banking,Hyderabad,Internet Banking,No
T00400,A00566,2024-09-17,142123,Debit,ATM,Bengaluru,Internet Banking,No
T00401,A00306,2025-04-07,192266,Debit,UPI,Bengaluru,Internet Banking,No
T00402,A00194,2024-07-14,88400,Credit,UPI,Chennai,ATM,Yes
T00403,A00266,2024-12-25,78796,Debit,Net Banking,Mumbai,POS,No
T00404,A00336,2024-11-27,142529,Credit,UPI,Hyderabad,Internet Banking,Yes
T00405,A00407,2025-04-03,21648,Credit,ATM,Bengaluru,POS,Yes
T00406,A00398,2025-05-31,143653,Debit,Net Banking,Hyderabad,Internet Banking,No
T00407,A00227,2025-01-18,111578,Credit,ATM,Bengaluru,Mobile App,Yes
T00408,A00087,2024-08-13,125936,Credit,Net Banking,Delhi,Mobile App,Yes
T00409,A00075,2024-07-01,67736,Credit,ATM,Mumbai,Internet Banking,No
T00410,A00229,2024-10-28,101945,Debit,UPI,Chennai,POS,No
T00411,A00556,2025-06-27,64310,Debit,ATM,Hyderabad,ATM,No
T00412,A00564,2024-07-17,10751,Credit,Net Banking,Delhi,POS,Yes
T00413,A00380,2025-03-23,13380,Debit,UPI,Hyderabad,POS,No
T00414,A00050,2025-05-25,6144,Debit,UPI,Bengaluru,Internet Banking,Yes
T00415,A00210,2025-02-15,156527,Credit,Card,Delhi,Mobile App,No
T00416,A00304,2025-06-03,154630,Credit,ATM,Kolkata,Mobile App,No
T00417,A00188,2024-08-02,135117,Debit,ATM,Chennai,POS,Yes
T00418,A00196,2024-11-06,72800,Debit,UPI,Bengaluru,POS,No
T00419,A00418,2024-12-28,179484,Credit,Net Banking,Delhi,Internet Banking,Yes
T00420,A00162,2025-06-10,57540,Debit,ATM,Mumbai,Internet Banking,No
T00421,A00139,2024-07-17,65384,Debit,Card,Mumbai,ATM,No
T00422,A00035,2024-08-09,114017,Credit,Net Banking,Hyderabad,Internet Banking,Yes
T00423,A00255,2025-01-18,31227,Debit,UPI,Hyderabad,POS,Yes
T00424,A00200,2025-04-23,25470,Debit,Net Banking,Delhi,Internet Banking,Yes
T00425,A00318,2025-03-12,189633,Credit,UPI,Hyderabad,Internet Banking,No
T00426,A00469,2025-04-15,64146,Debit,Card,Chennai,Mobile App,Yes
T00427,A00300,2024-10-29,116929,Debit,ATM,Kolkata,Internet Banking,No
T00428,A00188,2024-07-08,21722,Credit,Net Banking,Kolkata,POS,Yes
T00429,A00272,2025-02-09,25297,Credit,Card,Mumbai,Internet Banking,No
T00430,A00417,2025-04-20,137303,Debit,ATM,Hyderabad,Mobile App,Yes
T00431,A00213,2024-10-29,22424,Credit,ATM,Hyderabad,POS,No
T00432,A00111,2025-03-05,83551,Debit,Net Banking,Mumbai,POS,No
T00433,A00020,2025-06-11,24339,Debit,Card,Bengaluru,POS,No
T00434,A00309,2024-09-19,173679,Debit,Card,Mumbai,ATM,No
T00435,A00238,2024-11-01,158468,Debit,Net Banking,Kolkata,Mobile App,No
T00436,A00462,2024-09-15,145667,Debit,Net Banking,Delhi,Mobile App,Yes
T00437,A00594,2024-09-12,169382,Credit,ATM,Hyderabad,ATM,No
T00438,A00426,2024-10-19,96930,Debit,Card,Chennai,Internet Banking,Yes
T00439,A00517,2024-10-15,182107,Credit,Card,Mumbai,ATM,Yes
T00440,A00406,2025-01-22,68031,Debit,ATM,Hyderabad,Mobile App,No
T00441,A00554,2024-10-31,86535,Debit,Net Banking,Kolkata,Mobile App,No
T00442,A00029,2025-04-26,131499,Credit,Net Banking,Chennai,POS,No
T00443,A00034,2024-12-18,37199,Debit,UPI,Delhi,ATM,No
T00444,A00566,2025-03-17,199127,Credit,ATM,Kolkata,Mobile App,Yes
T00445,A00322,2024-08-14,150395,Credit,Net Banking,Bengaluru,Mobile App,Yes
T00446,A00145,2024-10-13,81114,Credit,Card,Mumbai,Internet Banking,Yes
T00447,A00583,2024-08-26,39442,Debit,UPI,Kolkata,POS,No
T00448,A00288,2024-08-30,4863,Debit,Net Banking,Delhi,ATM,Yes
T00449,A00391,2024-10-14,49674,Credit,ATM,Delhi,ATM,No
T00450,A00597,2024-08-13,166803,Debit,Card,Chennai,Internet Banking,Yes
T00451,A00052,2024-07-05,68198,Credit,UPI,Mumbai,ATM,No
T00452,A00157,2025-02-26,174355,Debit,UPI,Kolkata,ATM,No
T00453,A00092,2025-02-02,3255,Credit,Net Banking,Delhi,Internet Banking,Yes
T00454,A00499,2025-01-15,18034,Credit,ATM,Hyderabad,ATM,No
T00455,A00449,2024-08-08,95263,Debit,ATM,Chennai,Internet Banking,No
T00456,A00293,2024-09-18,53434,Debit,Card,Mumbai,ATM,Yes
T00457,A00066,2025-01-26,85019,Credit,ATM,Hyderabad,POS,Yes
T00458,A00477,2024-11-13,62797,Debit,UPI,Mumbai,POS,No
T00459,A00270,2025-01-29,72906,Credit,ATM,Hyderabad,POS,Yes
T00460,A00193,2024-10-31,108332,Debit,ATM,Chennai,Mobile App,Yes
T00461,A00039,2024-10-13,107871,Credit,UPI,Kolkata,Internet Banking,No
T00462,A00310,2024-08-23,7956,Debit,ATM,Delhi,POS,Yes
T00463,A00213,2025-03-30,117141,Debit,Net Banking,Chennai,Mobile App,Yes
T00464,A00327,2025-05-08,84419,Credit,Net Banking,Delhi,Mobile App,Yes
T00465,A00060,2024-10-18,98420,Credit,Card,Delhi,Mobile App,Yes
T00466,A00159,2025-02-07,150768,Credit,Net Banking,Mumbai,Internet Banking,Yes
T00467,A00234,2024-10-03,159276,Debit,UPI,Chennai,Mobile App,Yes
T00468,A00550,2024-09-04,156660,Debit,UPI,Chennai,ATM,Yes
T00469,A00376,2024-07-27,65736,Debit,UPI,Delhi,ATM,No
T00470,A00049,2024-10-28,74387,Debit,ATM,Kolkata,Internet Banking,No
T00471,A00168,2025-02-23,152669,Debit,UPI,Chennai,Mobile App,Yes
T00472,A00166,2025-06-11,184663,Debit,Net Banking,Mumbai,Mobile App,No
T00473,A00573,2024-11-08,71753,Debit,Card,Bengaluru,Internet Banking,Yes
T00474,A00288,2025-01-25,106116,Credit,UPI,Kolkata,ATM,No
T00475,A00433,2024-12-19,113331,Debit,UPI,Delhi,POS,Yes
T00476,A00401,2024-07-19,115867,Debit,ATM,Hyderabad,ATM,No
T00477,A00347,2024-08-19,38968,Credit,Net Banking,Kolkata,Internet Banking,No
T00478,A00186,2024-07-11,187824,Debit,Card,Kolkata,POS,Yes
T00479,A00460,2024-12-29,14168,Credit,UPI,Kolkata,POS,Yes
T00480,A00345,2025-06-15,25132,Credit,UPI,Mumbai,POS,Yes
T00481,A00164,2025-03-19,15451,Credit,Net Banking,Mumbai,Mobile App,Yes
T00482,A00204,2024-07-19,144419,Debit,Net Banking,Bengaluru,Internet Banking,Yes
T00483,A00206,2024-08-10,36262,Credit,Net Banking,Delhi,Internet Banking,Yes
T00484,A00137,2024-11-25,70091,Credit,Card,Chennai,Internet Banking,Yes
T00485,A00533,2024-07-20,168910,Debit,Card,Chennai,Internet Banking,Yes
T00486,A00157,2024-08-02,189110,Credit,Net Banking,Hyderabad,POS,No
T00487,A00240,2024-12-12,4302,Credit,ATM,Kolkata,Mobile App,No
T00488,A00010,2024-11-29,36611,Credit,ATM,Kolkata,Internet Banking,Yes
T00489,A00140,2024-09-07,185262,Debit,ATM,Mumbai,ATM,No
T00490,A00017,2025-03-30,141415,Debit,Net Banking,Kolkata,ATM,No
T00491,A00138,2025-02-16,24112,Debit,Card,Hyderabad,POS,Yes
T00492,A00339,2025-06-11,180643,Debit,UPI,Bengaluru,Mobile App,Yes
T00493,A00411,2025-02-15,133005,Credit,Card,Bengaluru,POS,Yes
T00494,A00588,2025-03-01,40000,Debit,UPI,Chennai,POS,Yes
T00495,A00111,2025-05-20,36216,Credit,Card,Hyderabad,Internet Banking,Yes
T00496,A00221,2025-03-25,171179,Debit,UPI,Chennai,POS,No
T00497,A00210,2025-03-28,58424,Credit,UPI,Hyderabad,ATM,No
T00498,A00011,2024-12-20,134668,Debit,UPI,Mumbai,POS,Yes
T00499,A00236,2025-02-24,117209,Credit,ATM,Bengaluru,ATM,No
T00500,A00023,2024-11-15,156459,Debit,ATM,Delhi,Mobile App,No
T00501,A00225,2024-10-29,75855,Debit,Net Banking,Mumbai,Internet Banking,Yes
T00502,A00203,2024-11-06,395,Debit,UPI,Bengaluru,ATM,No
T00503,A00260,2025-05-13,39235,Debit,UPI,Bengaluru,POS,No
T00504,A00419,2024-09-14,102619,Credit,Card,Bengaluru,Internet Banking,No
T00505,A00480,2025-04-02,36993,Credit,UPI,Mumbai,Mobile App,No
T00506,A00452,2025-04-20,8929,Debit,UPI,Mumbai,Mobile App,Yes
T00507,A00070,2025-03-17,139266,Debit,ATM,Delhi,ATM,Yes
T00508,A00126,2025-05-10,90972,Debit,UPI,Mumbai,Internet Banking,Yes
T00509,A00439,2025-01-23,131380,Credit,Card,Delhi,POS,Yes
T00510,A00468,2024-07-30,18457,Credit,UPI,Hyderabad,POS,Yes
T00511,A00374,2025-06-23,130354,Credit,UPI,Kolkata,ATM,Yes
T00512,A00011,2025-04-19,68802,Debit,UPI,Hyderabad,Internet Banking,Yes
T00513,A00449,2025-04-22,180671,Debit,Card,Chennai,Mobile App,No
T00514,A00438,2024-12-27,85234,Credit,Net Banking,Delhi,ATM,Yes
T00515,A00146,2025-02-05,35736,Credit,UPI,Chennai,Mobile App,Yes
T00516,A00490,2024-08-20,122670,Debit,Net Banking,Kolkata,Internet Banking,No
T00517,A00356,2024-08-05,59711,Debit,ATM,Chennai,Internet Banking,No
T00518,A00323,2025-05-11,94081,Credit,ATM,Chennai,ATM,Yes
T00519,A00256,2025-05-07,167131,Debit,UPI,Mumbai,ATM,No
T00520,A00059,2025-06-22,50602,Credit,ATM,Delhi,Mobile App,No
T00521,A00178,2025-03-28,107994,Credit,UPI,Hyderabad,POS,Yes
T00522,A00285,2024-12-28,81777,Debit,UPI,Bengaluru,POS,Yes
T00523,A00380,2024-08-06,41982,Credit,UPI,Hyderabad,Internet Banking,Yes
T00524,A00216,2024-12-23,58366,Debit,Net Banking,Bengaluru,Internet Banking,Yes
T00525,A00058,2024-10-28,90393,Credit,Card,Mumbai,ATM,Yes
T00526,A00081,2025-03-22,119227,Credit,Net Banking,Delhi,Mobile App,No
T00527,A00178,2025-03-07,4660,Debit,UPI,Chennai,ATM,No
T00528,A00237,2025-04-01,2307,Credit,Net Banking,Bengaluru,POS,Yes
T00529,A00596,2025-04-23,77343,Credit,Card,Chennai,ATM,No
T00530,A00570,2024-12-27,22956,Debit,Card,Kolkata,POS,Yes
T00531,A00265,2024-12-29,41904,Credit,Card,Kolkata,Internet Banking,No
T00532,A00500,2024-09-27,162565,Credit,Card,Kolkata,ATM,Yes
T00533,A00175,2024-09-24,24925,Credit,Net Banking,Mumbai,Internet Banking,No
T00534,A00241,2024-08-24,146904,Debit,UPI,Delhi,POS,Yes
T00535,A00030,2025-05-30,36666,Debit,Net Banking,Hyderabad,POS,No
T00536,A00222,2025-06-12,144714,Credit,Card,Mumbai,Internet Banking,No
T00537,A00278,2025-02-24,183920,Credit,Net Banking,Bengaluru,Internet Banking,No
T00538,A00135,2024-10-08,87135,Debit,UPI,Mumbai,POS,No
T00539,A00048,2025-06-19,28197,Debit,ATM,Chennai,Mobile App,Yes
T00540,A00131,2024-11-18,144004,Credit,UPI,Hyderabad,POS,Yes
T00541,A00554,2024-11-29,30559,Credit,ATM,Delhi,Mobile App,Yes
T00542,A00304,2024-09-09,180092,Credit,UPI,Bengaluru,POS,Yes
T00543,A00470,2025-03-28,109852,Debit,ATM,Kolkata,Internet Banking,Yes
T00544,A00070,2025-06-21,18304,Credit,UPI,Hyderabad,Mobile App,Yes
T00545,A00596,2025-03-15,164816,Credit,Net Banking,Hyderabad,Mobile App,Yes
T00546,A00017,2024-11-05,46418,Credit,ATM,Kolkata,Mobile App,No
T00547,A00094,2025-05-02,165656,Credit,UPI,Hyderabad,POS,Yes
T00548,A00466,2025-05-30,85916,Debit,UPI,Bengaluru,POS,Yes
T00549,A00167,2025-06-07,90789,Debit,Card,Bengaluru,Internet Banking,No
T00550,A00168,2024-11-03,148070,Debit,ATM,Hyderabad,Internet Banking,No
T00551,A00136,2024-12-23,4792,Debit,UPI,Mumbai,Mobile App,Yes
T00552,A00300,2025-01-05,75299,Credit,UPI,Chennai,ATM,Yes
T00553,A00054,2024-07-11,174572,Debit,ATM,Hyderabad,Internet Banking,No
T00554,A00383,2024-07-25,104323,Credit,UPI,Hyderabad,Internet Banking,Yes
T00555,A00060,2024-12-31,30095,Credit,Net Banking,Delhi,Mobile App,No
T00556,A00450,2024-08-12,8411,Credit,Net Banking,Delhi,Internet Banking,No
T00557,A00424,2024-11-13,16046,Credit,UPI,Kolkata,ATM,No
T00558,A00266,2025-01-01,121904,Credit,Card,Chennai,Internet Banking,Yes
T00559,A00560,2024-12-26,157809,Debit,UPI,Chennai,ATM,Yes
T00560,A00474,2025-05-24,45422,Debit,Net Banking,Mumbai,Mobile App,No
T00561,A00105,2024-09-04,57526,Credit,Card,Mumbai,POS,Yes
T00562,A00488,2024-10-17,14617,Credit,ATM,Mumbai,Internet Banking,No
T00563,A00508,2025-04-24,69437,Credit,UPI,Delhi,ATM,No
T00564,A00329,2024-11-12,111896,Debit,Net Banking,Chennai,ATM,No
T00565,A00267,2025-02-19,107159,Debit,UPI,Hyderabad,Internet Banking,No
T00566,A00424,2025-02-08,6268,Debit,Card,Delhi,POS,No
T00567,A00109,2024-08-18,14198,Credit,UPI,Kolkata,Internet Banking,Yes
T00568,A00188,2025-01-13,22448,Debit,UPI,Delhi,POS,No
T00569,A00271,2024-08-08,33598,Credit,Net Banking,Mumbai,POS,No
T00570,A00052,2024-12-04,147308,Debit,ATM,Mumbai,POS,Yes
T00571,A00396,2025-05-13,63618,Debit,Card,Bengaluru,Internet Banking,Yes
T00572,A00369,2025-04-03,137036,Credit,Card,Mumbai,POS,Yes
T00573,A00555,2025-05-05,37671,Debit,Net Banking,Delhi,Internet Banking,No
T00574,A00233,2024-08-10,120235,Debit,ATM,Delhi,Mobile App,Yes
T00575,A00550,2024-11-03,22818,Credit,UPI,Bengaluru,POS,Yes
T00576,A00452,2025-01-31,7865,Credit,Net Banking,Kolkata,Mobile App,Yes
T00577,A00158,2025-03-09,23622,Credit,ATM,Mumbai,Internet Banking,No
T00578,A00481,2024-07-27,189736,Debit,ATM,Mumbai,Internet Banking,No
T00579,A00152,2025-05-03,195564,Credit,Card,Chennai,Internet Banking,Yes
T00580,A00348,2024-10-25,46179,Credit,ATM,Bengaluru,Internet Banking,Yes
T00581,A00518,2025-01-22,52660,Debit,ATM,Delhi,ATM,No
T00582,A00066,2024-12-26,33432,Debit,Card,Delhi,Internet Banking,No
T00583,A00185,2024-12-02,148944,Credit,ATM,Mumbai,ATM,No
T00584,A00160,2025-02-14,192777,Credit,Net Banking,Mumbai,POS,Yes
T00585,A00325,2024-12-07,164502,Debit,UPI,Delhi,POS,No
T00586,A00042,2024-09-30,112092,Debit,Net Banking,Chennai,POS,No
T00587,A00599,2025-02-26,18094,Debit,UPI,Hyderabad,Mobile App,No
T00588,A00352,2024-10-02,92072,Credit,UPI,Chennai,Internet Banking,Yes
T00589,A00395,2025-01-28,23580,Credit,ATM,Delhi,POS,No
T00590,A00404,2024-08-30,32892,Credit,Card,Bengaluru,ATM,Yes
T00591,A00547,2025-01-03,7797,Credit,UPI,Delhi,ATM,No
T00592,A00289,2024-11-26,171768,Credit,ATM,Delhi,Mobile App,No
T00593,A00261,2024-07-25,69434,Credit,UPI,Mumbai,Internet Banking,Yes
T00594,A00520,2024-11-09,139652,Debit,Card,Chennai,Mobile App,Yes
T00595,A00151,2024-09-18,187619,Credit,Net Banking,Hyderabad,POS,No
T00596,A00254,2025-05-12,98210,Credit,Net Banking,Delhi,POS,Yes
T00597,A00498,2025-03-26,3122,Debit,Net Banking,Hyderabad,ATM,Yes
T00598,A00256,2025-02-14,130584,Credit,UPI,Hyderabad,Internet Banking,Yes
T00599,A00193,2024-12-14,192888,Debit,Card,Mumbai,Mobile App,No
T00600,A00463,2025-04-30,112660,Debit,Card,Hyderabad,Internet Banking,No
T00601,A00588,2024-12-16,114191,Credit,UPI,Kolkata,ATM,Yes
T00602,A00079,2025-02-05,197082,Debit,UPI,Chennai,Internet Banking,No
T00603,A00191,2025-05-01,85323,Debit,Net Banking,Mumbai,POS,Yes
T00604,A00103,2024-11-09,58922,Credit,UPI,Hyderabad,POS,Yes
T00605,A00134,2025-01-27,191599,Debit,Card,Hyderabad,Mobile App,No
T00606,A00087,2025-03-26,197735,Debit,Net Banking,Kolkata,Mobile App,Yes
T00607,A00089,2024-09-29,67877,Credit,Card,Delhi,Mobile App,No
T00608,A00049,2024-09-05,81903,Debit,UPI,Kolkata,Mobile App,No
T00609,A00123,2025-03-14,100195,Debit,ATM,Mumbai,Mobile App,Yes
T00610,A00544,2025-03-17,190260,Debit,ATM,Delhi,Internet Banking,Yes
T00611,A00469,2024-07-30,12159,Debit,Net Banking,Chennai,Internet Banking,Yes
T00612,A00526,2025-04-13,80174,Debit,ATM,Chennai,POS,Yes
T00613,A00043,2025-06-26,171828,Credit,UPI,Hyderabad,POS,No
T00614,A00242,2025-04-02,46684,Debit,ATM,Hyderabad,ATM,No
T00615,A00355,2025-02-07,37934,Debit,Card,Hyderabad,Internet Banking,Yes
T00616,A00567,2025-05-20,115392,Debit,Card,Mumbai,Internet Banking,Yes
T00617,A00426,2025-01-04,109928,Debit,Card,Hyderabad,ATM,Yes
T00618,A00052,2024-08-13,57447,Credit,Net Banking,Hyderabad,Mobile App,No
T00619,A00076,2025-02-14,166302,Credit,Card,Kolkata,Internet Banking,No
T00620,A00466,2025-02-16,78702,Debit,Net Banking,Delhi,POS,No
T00621,A00051,2024-12-26,100453,Credit,ATM,Hyderabad,ATM,No
T00622,A00497,2024-11-03,6693,Credit,Card,Kolkata,ATM,Yes
T00623,A00299,2025-01-31,28168,Debit,UPI,Chennai,Internet Banking,No
T00624,A00037,2024-08-06,163163,Debit,UPI,Mumbai,Internet Banking,Yes
T00625,A00231,2025-05-15,23198,Credit,Net Banking,Kolkata,POS,No
T00626,A00155,2024-12-19,87366,Debit,Card,Hyderabad,Internet Banking,No
T00627,A00361,2024-09-06,62122,Debit,Card,Chennai,POS,No
T00628,A00107,2024-10-27,1894,Credit,ATM,Chennai,Internet Banking,No
T00629,A00258,2024-12-04,96031,Debit,UPI,Hyderabad,Mobile App,Yes
T00630,A00364,2024-07-27,130967,Debit,ATM,Bengaluru,ATM,Yes
T00631,A00183,2025-02-17,188628,Credit,Card,Hyderabad,Internet Banking,No
T00632,A00326,2024-08-11,195009,Debit,Card,Kolkata,Internet Banking,No
T00633,A00113,2025-03-23,164181,Debit,ATM,Kolkata,POS,No
T00634,A00506,2025-05-12,53828,Debit,ATM,Kolkata,Internet Banking,Yes
T00635,A00105,2025-02-16,191960,Credit,Card,Delhi,Mobile App,Yes
T00636,A00177,2025-04-25,81135,Credit,Net Banking,Mumbai,POS,Yes
T00637,A00180,2025-05-14,129027,Debit,UPI,Mumbai,Internet Banking,No
T00638,A00146,2024-11-24,39133,Credit,UPI,Mumbai,Internet Banking,Yes
T00639,A00505,2024-11-04,68119,Debit,Card,Bengaluru,POS,No
T00640,A00398,2025-01-07,61671,Debit,UPI,Delhi,ATM,No
T00641,A00261,2025-03-07,91777,Credit,Card,Mumbai,Internet Banking,Yes
T00642,A00256,2025-03-13,146463,Credit,ATM,Bengaluru,ATM,Yes
T00643,A00226,2024-07-23,110686,Credit,ATM,Hyderabad,ATM,No
T00644,A00571,2024-08-04,21877,Credit,Card,Hyderabad,ATM,Yes
T00645,A00466,2024-09-22,128857,Debit,ATM,Mumbai,Internet Banking,No
T00646,A00187,2025-05-13,107535,Debit,Net Banking,Mumbai,Internet Banking,No
T00647,A00168,2024-08-22,140283,Credit,Card,Kolkata,Internet Banking,No
T00648,A00022,2025-06-09,44422,Debit,Card,Mumbai,Mobile App,No
T00649,A00370,2025-02-10,42877,Credit,Card,Kolkata,Internet Banking,Yes
T00650,A00297,2025-06-15,83422,Debit,Net Banking,Mumbai,POS,Yes
T00651,A00154,2025-04-19,198506,Debit,Net Banking,Kolkata,Internet Banking,Yes
T00652,A00148,2025-03-04,26722,Debit,ATM,Delhi,POS,No
T00653,A00116,2025-05-10,196564,Debit,UPI,Bengaluru,Internet Banking,No
T00654,A00385,2024-06-30,178197,Credit,ATM,Chennai,Mobile App,Yes
T00655,A00181,2025-04-20,33187,Debit,Net Banking,Bengaluru,POS,Yes
T00656,A00386,2024-08-25,120384,Debit,ATM,Mumbai,POS,Yes
T00657,A00329,2025-03-13,175258,Credit,ATM,Hyderabad,Mobile App,Yes
T00658,A00267,2024-08-26,48143,Credit,Net Banking,Hyderabad,ATM,Yes
T00659,A00392,2024-12-22,103447,Credit,Card,Chennai,Internet Banking,Yes
T00660,A00197,2025-01-22,118867,Debit,ATM,Chennai,Mobile App,No
T00661,A00200,2024-10-21,1094,Credit,Card,Bengaluru,ATM,No
T00662,A00002,2024-11-28,133632,Credit,UPI,Mumbai,POS,Yes
T00663,A00553,2025-02-24,102856,Debit,Card,Delhi,ATM,Yes
T00664,A00201,2025-02-09,109756,Debit,ATM,Delhi,ATM,Yes
T00665,A00208,2024-12-20,184542,Credit,UPI,Kolkata,ATM,Yes
T00666,A00297,2024-09-13,101661,Credit,ATM,Mumbai,Internet Banking,No
T00667,A00302,2024-09-17,92134,Debit,UPI,Chennai,POS,Yes
T00668,A00310,2025-03-21,183283,Debit,UPI,Bengaluru,Mobile App,No
T00669,A00454,2025-06-05,105007,Debit,UPI,Mumbai,Internet Banking,Yes
T00670,A00019,2024-10-30,40114,Credit,Card,Mumbai,Mobile App,Yes
T00671,A00313,2024-10-24,34184,Credit,Card,Chennai,POS,Yes
T00672,A00515,2025-02-06,72467,Debit,UPI,Mumbai,Mobile App,Yes
T00673,A00532,2025-05-04,20177,Debit,Net Banking,Chennai,Internet Banking,No
T00674,A00512,2025-06-19,162996,Credit,UPI,Bengaluru,POS,Yes
T00675,A00521,2025-03-20,115949,Credit,ATM,Hyderabad,POS,Yes
T00676,A00595,2024-10-26,107256,Credit,ATM,Bengaluru,Mobile App,Yes
T00677,A00339,2025-06-21,143172,Debit,Net Banking,Bengaluru,Internet Banking,No
T00678,A00013,2025-06-28,115967,Credit,Card,Bengaluru,POS,Yes
T00679,A00278,2024-12-15,133960,Credit,UPI,Bengaluru,POS,No
T00680,A00476,2025-04-04,70764,Credit,ATM,Kolkata,ATM,No
T00681,A00022,2025-06-20,163558,Debit,UPI,Chennai,Internet Banking,No
T00682,A00171,2024-11-10,77026,Credit,UPI,Kolkata,Mobile App,No
T00683,A00011,2024-08-03,124174,Debit,UPI,Delhi,Internet Banking,Yes
T00684,A00384,2025-02-11,122542,Credit,ATM,Chennai,Internet Banking,Yes
T00685,A00387,2024-07-03,21207,Debit,ATM,Kolkata,Internet Banking,Yes
T00686,A00520,2025-02-22,173741,Credit,UPI,Bengaluru,Mobile App,No
T00687,A00358,2025-01-14,41949,Credit,Card,Bengaluru,ATM,Yes
